Timestamp,Epoch_Time_ms,MAG,D,P1,P2,P3
2026-06-18 17:53:39.250,1781823219250,151.8498,5.1,0,0,0
2026-06-18 17:53:39.290,1781823219290,148.3187,5.0,0,0,0
2026-06-18 17:53:39.330,1781823219330,148.3187,4.9,0,0,0
2026-06-18 17:53:39.370,1781823219370,148.3187,5.2,0,0,0
2026-06-18 17:53:39.410,1781823219410,148.3187,5.1,0,0,0
2026-06-18 17:53:39.450,1781823219450,148.3187,5.2,0,0,0
2026-06-18 17:53:39.490,1781823219490,148.3187,5.0,0,0,0
2026-06-18 17:53:39.530,1781823219530,148.3187,5.1,0,0,0
2026-06-18 17:53:39.571,1781823219571,153.7487,5.0,0,0,0
2026-06-18 17:53:39.610,1781823219610,153.7487,5.0,0,0,0
2026-06-18 17:53:39.650,1781823219650,153.7487,5.1,0,0,0
2026-06-18 17:53:39.690,1781823219690,153.7487,5.1,0,0,0
2026-06-18 17:53:39.730,1781823219730,153.7487,5.1,0,0,0
2026-06-18 17:53:39.770,1781823219770,153.7487,5.1,0,0,0
2026-06-18 17:53:39.810,1781823219810,152.9998,5.0,0,0,0
2026-06-18 17:53:39.850,1781823219850,152.9998,5.1,0,0,0
2026-06-18 17:53:39.890,1781823219890,152.9998,5.0,0,0,0
2026-06-18 17:53:39.930,1781823219930,152.9998,5.1,0,0,0
2026-06-18 17:53:39.970,1781823219970,152.9998,5.1,0,0,0
2026-06-18 17:53:40.010,1781823220010,152.9998,5.0,0,0,0
2026-06-18 17:53:40.050,1781823220050,152.9998,5.1,0,0,0
2026-06-18 17:53:40.090,1781823220090,153.8522,5.0,0,0,0
2026-06-18 17:53:40.130,1781823220130,153.8522,5.1,0,0,0
2026-06-18 17:53:40.170,1781823220170,153.8522,4.9,0,0,0
2026-06-18 17:53:40.210,1781823220210,153.8522,5.1,0,0,0
2026-06-18 17:53:40.250,1781823220250,153.8522,5.1,0,0,0
2026-06-18 17:53:40.290,1781823220290,153.8522,5.1,0,0,0
2026-06-18 17:53:40.330,1781823220330,156.5758,5.0,0,0,0
2026-06-18 17:53:40.370,1781823220370,156.5758,5.0,0,0,0
2026-06-18 17:53:40.410,1781823220410,156.5758,5.1,0,0,0
2026-06-18 17:53:40.450,1781823220450,156.5758,5.1,0,0,0
2026-06-18 17:53:40.490,1781823220490,156.5758,5.1,0,0,0
2026-06-18 17:53:40.530,1781823220530,156.5758,5.0,0,0,0
2026-06-18 17:53:40.570,1781823220570,156.5758,5.1,0,0,0
2026-06-18 17:53:40.610,1781823220610,157.6457,5.0,0,0,0
2026-06-18 17:53:40.650,1781823220650,157.6457,5.1,0,0,0
2026-06-18 17:53:40.690,1781823220690,157.6457,5.0,0,0,0
2026-06-18 17:53:40.730,1781823220730,157.6457,5.1,0,0,0
2026-06-18 17:53:40.770,1781823220770,157.6457,5.1,0,0,0
2026-06-18 17:53:40.810,1781823220810,157.6457,5.1,0,0,0
2026-06-18 17:53:40.850,1781823220850,159.9625,5.0,0,0,0
2026-06-18 17:53:40.890,1781823220890,159.9625,5.0,0,0,0
2026-06-18 17:53:40.930,1781823220930,159.9625,5.1,0,0,0
2026-06-18 17:53:40.970,1781823220970,159.9625,5.1,0,0,0
2026-06-18 17:53:41.011,1781823221011,159.9625,5.1,0,0,0
2026-06-18 17:53:41.050,1781823221050,159.9625,5.0,0,0,0
2026-06-18 17:53:41.090,1781823221090,159.9625,5.1,0,0,0
2026-06-18 17:53:41.130,1781823221130,152.0771,5.0,0,0,0
2026-06-18 17:53:41.170,1781823221170,152.0771,5.0,0,0,0
2026-06-18 17:53:41.210,1781823221210,152.0771,5.1,0,0,0
2026-06-18 17:53:41.250,1781823221250,152.0771,5.1,0,0,0
2026-06-18 17:53:41.290,1781823221290,152.0771,5.0,0,0,0
2026-06-18 17:53:41.330,1781823221330,152.0771,5.1,0,0,0
2026-06-18 17:53:41.370,1781823221370,161.4360,5.0,0,0,0
2026-06-18 17:53:41.410,1781823221410,161.4360,4.9,0,0,0
2026-06-18 17:53:41.450,1781823221450,161.4360,5.2,0,0,0
2026-06-18 17:53:41.490,1781823221490,161.4360,5.1,0,0,0
2026-06-18 17:53:41.530,1781823221530,161.4360,5.1,0,0,0
2026-06-18 17:53:41.570,1781823221570,161.4360,5.0,0,0,0
2026-06-18 17:53:41.610,1781823221610,161.4360,5.1,0,0,0
2026-06-18 17:53:41.650,1781823221650,157.2240,5.0,0,0,0
2026-06-18 17:53:41.690,1781823221690,157.2240,5.1,0,0,0
2026-06-18 17:53:41.730,1781823221730,157.2240,5.1,0,0,0
2026-06-18 17:53:41.770,1781823221770,157.2240,5.1,0,0,0
2026-06-18 17:53:41.810,1781823221810,157.2240,5.1,0,0,0
2026-06-18 17:53:41.850,1781823221850,157.2240,5.0,0,0,0
2026-06-18 17:53:41.890,1781823221890,151.7486,5.1,0,0,0
2026-06-18 17:53:41.930,1781823221930,151.7486,4.9,0,0,0
2026-06-18 17:53:41.970,1781823221970,151.7486,5.1,0,0,0
2026-06-18 17:53:42.010,1781823222010,151.7486,5.1,0,0,0
2026-06-18 17:53:42.050,1781823222050,151.7486,5.1,0,0,0
2026-06-18 17:53:42.090,1781823222090,151.7486,5.0,0,0,0
2026-06-18 17:53:42.130,1781823222130,151.7486,5.1,0,0,0
2026-06-18 17:53:42.170,1781823222170,151.4843,5.0,0,0,0
2026-06-18 17:53:42.210,1781823222210,151.4843,5.2,0,0,0
2026-06-18 17:53:42.250,1781823222250,151.4843,5.1,0,0,0
2026-06-18 17:53:42.290,1781823222290,151.4843,5.1,0,0,0
2026-06-18 17:53:42.330,1781823222330,151.4843,5.0,0,0,0
2026-06-18 17:53:42.370,1781823222370,151.4843,5.1,0,0,0
2026-06-18 17:53:42.410,1781823222410,133.2716,5.0,0,0,0
2026-06-18 17:53:42.450,1781823222450,133.2716,5.1,0,0,0
2026-06-18 17:53:42.490,1781823222490,133.2716,5.0,0,0,0
2026-06-18 17:53:42.530,1781823222530,133.2716,5.1,0,0,0
2026-06-18 17:53:42.570,1781823222570,133.2716,5.1,0,0,0
2026-06-18 17:53:42.610,1781823222610,133.2716,5.0,0,0,0
