Timestamp,Epoch_Time_ms,MAG,D,P1,P2,P3
2026-06-18 17:55:49.062,1781823349062,130.6158,4.7,0,0,0
2026-06-18 17:55:49.102,1781823349102,130.6158,4.7,0,0,0
2026-06-18 17:55:49.142,1781823349142,130.6158,4.7,0,0,0
2026-06-18 17:55:49.182,1781823349182,130.6158,4.8,0,0,0
2026-06-18 17:55:49.222,1781823349222,130.6158,4.8,0,0,0
2026-06-18 17:55:49.262,1781823349262,130.6158,4.7,0,0,0
2026-06-18 17:55:49.302,1781823349302,127.9845,4.7,0,0,0
2026-06-18 17:55:49.342,1781823349342,127.9845,4.6,0,0,0
2026-06-18 17:55:49.382,1781823349382,127.9845,4.6,0,0,0
2026-06-18 17:55:49.422,1781823349422,127.9845,4.7,0,0,0
2026-06-18 17:55:49.462,1781823349462,127.9845,4.6,0,0,0
2026-06-18 17:55:49.502,1781823349502,127.9845,4.7,0,0,0
2026-06-18 17:55:49.542,1781823349542,127.9845,4.6,0,0,0
2026-06-18 17:55:49.582,1781823349582,131.1325,4.7,0,0,0
2026-06-18 17:55:49.622,1781823349622,131.1325,4.7,0,0,0
2026-06-18 17:55:49.662,1781823349662,131.1325,4.7,0,0,0
2026-06-18 17:55:49.702,1781823349702,131.1325,4.6,0,0,0
2026-06-18 17:55:49.742,1781823349742,131.1325,4.7,0,0,0
2026-06-18 17:55:49.782,1781823349782,131.1325,4.6,0,0,0
2026-06-18 17:55:49.822,1781823349822,128.0877,4.7,0,0,0
2026-06-18 17:55:49.862,1781823349862,128.0877,4.6,0,0,0
2026-06-18 17:55:49.902,1781823349902,128.0877,4.7,0,0,0
2026-06-18 17:55:49.942,1781823349942,128.0877,4.6,0,0,0
2026-06-18 17:55:49.982,1781823349982,128.0877,4.7,0,0,0
2026-06-18 17:55:50.022,1781823350022,128.0877,4.7,0,0,0
2026-06-18 17:55:50.062,1781823350062,128.0877,4.6,0,0,0
2026-06-18 17:55:50.102,1781823350102,133.6906,4.7,0,0,0
2026-06-18 17:55:50.142,1781823350142,133.6906,4.6,0,0,0
2026-06-18 17:55:50.182,1781823350182,133.6906,4.6,0,0,0
2026-06-18 17:55:50.222,1781823350222,133.6906,4.6,0,0,0
2026-06-18 17:55:50.262,1781823350262,133.6906,4.7,0,0,0
2026-06-18 17:55:50.302,1781823350302,133.6906,4.7,0,0,0
2026-06-18 17:55:50.342,1781823350342,131.9809,4.7,0,0,0
2026-06-18 17:55:50.382,1781823350382,131.9809,4.6,0,0,0
2026-06-18 17:55:50.422,1781823350422,131.9809,4.7,0,0,0
2026-06-18 17:55:50.462,1781823350462,131.9809,4.6,0,0,0
2026-06-18 17:55:50.502,1781823350502,131.9809,4.7,0,0,0
2026-06-18 17:55:50.542,1781823350542,131.9809,4.8,0,0,0
2026-06-18 17:55:50.582,1781823350582,131.9809,4.8,0,0,0
2026-06-18 17:55:50.622,1781823350622,135.7345,4.7,0,0,0
2026-06-18 17:55:50.662,1781823350662,135.7345,4.6,0,0,0
2026-06-18 17:55:50.702,1781823350702,135.7345,4.6,0,0,0
2026-06-18 17:55:50.742,1781823350742,135.7345,4.6,0,0,0
2026-06-18 17:55:50.782,1781823350782,135.7345,4.7,0,0,0
2026-06-18 17:55:50.822,1781823350822,135.7345,4.7,0,0,0
2026-06-18 17:55:50.862,1781823350862,133.7241,4.7,0,0,0
2026-06-18 17:55:50.902,1781823350902,133.7241,4.6,0,0,0
2026-06-18 17:55:50.942,1781823350942,133.7241,4.6,0,0,0
2026-06-18 17:55:50.982,1781823350982,133.7241,4.6,0,0,0
2026-06-18 17:55:51.022,1781823351022,133.7241,4.7,0,0,0
2026-06-18 17:55:51.062,1781823351062,133.7241,4.6,0,0,0
2026-06-18 17:55:51.102,1781823351102,133.7241,4.7,0,0,0
2026-06-18 17:55:51.142,1781823351142,132.9618,4.6,0,0,0
2026-06-18 17:55:51.182,1781823351182,132.9618,4.6,0,0,0
2026-06-18 17:55:51.222,1781823351222,132.9618,4.7,0,0,0
2026-06-18 17:55:51.262,1781823351262,132.9618,4.7,0,0,0
2026-06-18 17:55:51.302,1781823351302,132.9618,4.7,0,0,0
2026-06-18 17:55:51.342,1781823351342,132.9618,4.7,0,0,0
2026-06-18 17:55:51.382,1781823351382,125.6725,4.7,0,0,0
2026-06-18 17:55:51.422,1781823351422,125.6725,4.6,0,0,0
2026-06-18 17:55:51.462,1781823351462,125.6725,4.6,0,0,0
2026-06-18 17:55:51.502,1781823351502,125.6725,4.7,0,0,0
2026-06-18 17:55:51.542,1781823351542,125.6725,4.7,0,0,0
2026-06-18 17:55:51.582,1781823351582,125.6725,4.7,0,0,0
2026-06-18 17:55:51.622,1781823351622,125.6725,4.7,0,0,0
2026-06-18 17:55:51.662,1781823351662,128.1181,4.7,0,0,0
2026-06-18 17:55:51.702,1781823351702,128.1181,4.7,0,0,0
2026-06-18 17:55:51.742,1781823351742,128.1181,4.6,0,0,0
2026-06-18 17:55:51.782,1781823351782,128.1181,4.7,0,0,0
2026-06-18 17:55:51.822,1781823351822,128.1181,4.6,0,0,0
