Timestamp,Epoch_Time_ms,MAG,D,P1,P2,P3
2026-06-19 17:01:41.612,1781906501612,3316.1953,4.3,0,0,0
2026-06-19 17:01:41.696,1781906501696,3316.1953,4.7,0,0,0
2026-06-19 17:01:41.739,1781906501739,3316.1953,4.4,0,0,0
2026-06-19 17:01:41.739,1781906501739,3316.1953,4.3,0,0,0
2026-06-19 17:01:41.739,1781906501739,3530.1641,4.7,0,0,0
2026-06-19 17:01:41.739,1781906501739,3530.1641,4.3,0,0,0
2026-06-19 17:01:41.740,1781906501740,3530.1641,4.3,0,0,0
2026-06-19 17:01:41.740,1781906501740,3530.1641,4.2,0,0,0
2026-06-19 17:01:41.740,1781906501740,3530.1641,4.9,0,0,0
2026-06-19 17:01:41.740,1781906501740,3530.1641,4.3,0,0,0
2026-06-19 17:01:41.740,1781906501740,3530.1641,4.3,0,0,0
2026-06-19 17:01:41.740,1781906501740,3592.6018,4.3,0,0,0
2026-06-19 17:01:41.740,1781906501740,3592.6018,4.3,0,0,0
2026-06-19 17:01:41.765,1781906501765,3592.6018,4.8,0,0,0
2026-06-19 17:01:41.805,1781906501805,3592.6018,4.8,0,0,0
2026-06-19 17:01:41.845,1781906501845,3592.6018,4.3,0,0,0
2026-06-19 17:01:41.885,1781906501885,3592.6018,4.7,0,0,0
2026-06-19 17:01:41.925,1781906501925,3122.4097,3.8,0,0,0
2026-06-19 17:01:41.965,1781906501965,3122.4097,4.3,0,0,0
2026-06-19 17:01:42.005,1781906502005,3122.4097,4.3,0,0,0
2026-06-19 17:01:42.045,1781906502045,3122.4097,4.8,0,0,0
2026-06-19 17:01:42.085,1781906502085,3122.4097,4.3,0,0,0
2026-06-19 17:01:42.125,1781906502125,3122.4097,4.3,0,0,0
2026-06-19 17:01:42.165,1781906502165,3122.4097,4.8,0,0,0
2026-06-19 17:01:42.205,1781906502205,3509.6692,4.3,0,0,0
2026-06-19 17:01:42.245,1781906502245,3509.6692,4.3,0,0,0
2026-06-19 17:01:42.285,1781906502285,3509.6692,4.4,0,0,0
