Timestamp,Epoch_Time_ms,MAG,D,P1,P2,P3,Tag
2026-06-19 17:05:22.316,1781906722316,132.0856,6.3,0,0,0,
2026-06-19 17:05:22.402,1781906722402,132.0856,6.3,0,0,0,
2026-06-19 17:05:22.446,1781906722446,132.0856,6.3,0,0,0,
2026-06-19 17:05:22.446,1781906722446,132.0856,6.3,0,0,0,
2026-06-19 17:05:22.446,1781906722446,132.0856,6.3,0,0,0,
2026-06-19 17:05:22.446,1781906722446,120.8722,6.3,0,0,0,
2026-06-19 17:05:22.446,1781906722446,120.8722,6.3,0,0,0,
2026-06-19 17:05:22.446,1781906722446,120.8722,6.3,0,0,0,
2026-06-19 17:05:22.447,1781906722447,120.8722,6.3,0,0,0,
2026-06-19 17:05:22.447,1781906722447,120.8722,6.3,0,0,0,
2026-06-19 17:05:22.447,1781906722447,120.8722,6.3,0,0,0,
2026-06-19 17:05:22.447,1781906722447,120.8722,6.3,0,0,0,
2026-06-19 17:05:22.447,1781906722447,127.1312,6.3,0,0,0,
2026-06-19 17:05:22.473,1781906722473,127.1312,6.3,0,0,0,
2026-06-19 17:05:22.513,1781906722513,127.1312,6.3,0,0,0,
2026-06-19 17:05:22.553,1781906722553,127.1312,6.3,0,0,0,
2026-06-19 17:05:22.593,1781906722593,127.1312,6.3,0,0,0,
2026-06-19 17:05:22.633,1781906722633,127.1312,6.3,0,0,0,
2026-06-19 17:05:22.673,1781906722673,139.4286,6.3,0,0,0,
2026-06-19 17:05:22.713,1781906722713,139.4286,6.3,0,0,0,
2026-06-19 17:05:22.753,1781906722753,139.4286,6.3,0,0,0,
2026-06-19 17:05:22.793,1781906722793,139.4286,6.3,0,0,0,
2026-06-19 17:05:22.833,1781906722833,139.4286,6.4,0,0,0,
2026-06-19 17:05:22.873,1781906722873,139.4286,6.3,0,0,0,
2026-06-19 17:05:22.913,1781906722913,139.4286,6.3,0,0,0,
2026-06-19 17:05:22.953,1781906722953,123.0248,6.3,0,0,0,
2026-06-19 17:05:22.993,1781906722993,123.0248,6.3,0,0,0,
2026-06-19 17:05:23.033,1781906723033,123.0248,6.3,0,0,0,
2026-06-19 17:05:23.073,1781906723073,123.0248,6.3,0,0,0,
2026-06-19 17:05:23.113,1781906723113,123.0248,6.3,0,0,0,
2026-06-19 17:05:23.153,1781906723153,123.0248,6.2,0,0,0,
2026-06-19 17:05:23.193,1781906723193,128.6120,6.3,0,0,0,
2026-06-19 17:05:23.233,1781906723233,128.6120,6.3,0,0,0,
2026-06-19 17:05:23.273,1781906723273,128.6120,6.3,0,0,0,
2026-06-19 17:05:23.313,1781906723313,128.6120,6.2,0,0,0,
2026-06-19 17:05:23.353,1781906723353,128.6120,6.3,0,0,0,
2026-06-19 17:05:23.393,1781906723393,128.6120,6.3,0,0,0,
2026-06-19 17:05:23.433,1781906723433,128.6120,6.3,0,0,0,
2026-06-19 17:05:23.473,1781906723473,123.0565,6.3,0,0,0,
2026-06-19 17:05:23.513,1781906723513,123.0565,6.3,0,0,0,
2026-06-19 17:05:23.553,1781906723553,123.0565,6.3,0,0,0,
2026-06-19 17:05:23.593,1781906723593,123.0565,6.3,0,0,0,
2026-06-19 17:05:23.633,1781906723633,123.0565,6.3,0,0,0,
2026-06-19 17:05:23.673,1781906723673,123.0565,6.3,0,0,0,
2026-06-19 17:05:23.713,1781906723713,124.3891,6.3,0,0,0,
2026-06-19 17:05:23.753,1781906723753,124.3891,6.2,0,0,0,
2026-06-19 17:05:23.793,1781906723793,124.3891,6.3,0,0,0,
2026-06-19 17:05:23.833,1781906723833,124.3891,6.3,0,0,0,
2026-06-19 17:05:23.873,1781906723873,124.3891,6.4,0,0,0,
2026-06-19 17:05:23.913,1781906723913,124.3891,6.3,0,0,0,
2026-06-19 17:05:23.953,1781906723953,124.3891,6.3,0,0,0,
2026-06-19 17:05:23.993,1781906723993,129.5059,6.3,0,0,0,
2026-06-19 17:05:24.033,1781906724033,129.5059,6.3,0,0,0,
2026-06-19 17:05:24.073,1781906724073,129.5059,6.4,0,0,0,
2026-06-19 17:05:24.113,1781906724113,129.5059,6.3,0,0,0,
2026-06-19 17:05:24.153,1781906724153,129.5059,6.3,0,0,0,
2026-06-19 17:05:24.193,1781906724193,129.5059,6.3,0,0,0,
2026-06-19 17:05:24.233,1781906724233,115.3288,6.3,0,0,0,
2026-06-19 17:05:24.273,1781906724273,115.3288,6.3,0,0,0,
2026-06-19 17:05:24.313,1781906724313,115.3288,6.3,0,0,0,
2026-06-19 17:05:24.353,1781906724353,115.3288,6.3,0,0,0,
2026-06-19 17:05:24.393,1781906724393,115.3288,6.3,0,0,0,
2026-06-19 17:05:24.433,1781906724433,115.3288,6.3,0,0,0,
2026-06-19 17:05:24.473,1781906724473,115.3288,6.3,0,0,0,
2026-06-19 17:05:24.513,1781906724513,211.7678,6.3,0,0,0,
2026-06-19 17:05:24.553,1781906724553,211.7678,6.3,0,0,0,
2026-06-19 17:05:24.593,1781906724593,211.7678,6.3,0,0,0,
2026-06-19 17:05:24.633,1781906724633,211.7678,6.3,0,0,0,
2026-06-19 17:05:24.673,1781906724673,211.7678,6.4,0,0,0,
2026-06-19 17:05:24.713,1781906724713,211.7678,6.3,0,0,0,
2026-06-19 17:05:24.753,1781906724753,110.0321,6.3,0,0,0,
2026-06-19 17:05:24.793,1781906724793,110.0321,6.3,0,0,0,
2026-06-19 17:05:24.833,1781906724833,110.0321,6.3,0,0,0,
2026-06-19 17:05:24.873,1781906724873,110.0321,6.3,0,0,0,
2026-06-19 17:05:24.913,1781906724913,110.0321,6.3,0,0,0,
2026-06-19 17:05:24.953,1781906724953,110.0321,6.3,0,0,0,
2026-06-19 17:05:24.993,1781906724993,110.0321,6.3,0,0,0,
2026-06-19 17:05:25.033,1781906725033,124.5262,6.3,0,0,0,
2026-06-19 17:05:25.073,1781906725073,124.5262,6.3,0,0,0,
2026-06-19 17:05:25.113,1781906725113,124.5262,6.3,0,0,0,
2026-06-19 17:05:25.153,1781906725153,124.5262,6.3,0,0,0,
2026-06-19 17:05:25.193,1781906725193,124.5262,6.3,0,0,0,
2026-06-19 17:05:25.233,1781906725233,124.5262,6.3,0,0,0,
2026-06-19 17:05:25.273,1781906725273,102.1823,6.3,0,0,0,
2026-06-19 17:05:25.313,1781906725313,102.1823,6.3,0,0,0,
2026-06-19 17:05:25.353,1781906725353,102.1823,6.3,0,0,0,
2026-06-19 17:05:25.393,1781906725393,102.1823,6.2,0,0,0,
2026-06-19 17:05:25.433,1781906725433,102.1823,6.3,0,0,0,
2026-06-19 17:05:25.473,1781906725473,102.1823,6.3,0,0,0,
2026-06-19 17:05:25.513,1781906725513,102.1823,6.4,0,0,0,
2026-06-19 17:05:25.553,1781906725553,115.9117,6.3,0,0,0,
2026-06-19 17:05:25.593,1781906725593,115.9117,6.3,0,0,0,
2026-06-19 17:05:25.633,1781906725633,115.9117,6.4,0,0,0,
2026-06-19 17:05:25.673,1781906725673,115.9117,6.3,0,0,0,
2026-06-19 17:05:25.713,1781906725713,115.9117,6.3,0,0,0,
2026-06-19 17:05:25.753,1781906725753,115.9117,6.3,0,0,0,
2026-06-19 17:05:25.793,1781906725793,120.7624,6.3,0,0,0,
2026-06-19 17:05:25.833,1781906725833,120.7624,6.3,0,0,0,
2026-06-19 17:05:25.873,1781906725873,120.7624,6.3,0,0,0,
2026-06-19 17:05:25.913,1781906725913,120.7624,6.3,0,0,0,
2026-06-19 17:05:25.953,1781906725953,120.7624,6.3,0,0,0,
2026-06-19 17:05:25.993,1781906725993,120.7624,6.2,0,0,0,
2026-06-19 17:05:26.033,1781906726033,120.7624,6.3,0,0,0,
2026-06-19 17:05:26.073,1781906726073,113.6602,6.3,0,0,0,
2026-06-19 17:05:26.113,1781906726113,113.6602,6.3,0,0,0,
2026-06-19 17:05:26.153,1781906726153,113.6602,6.3,0,0,0,
2026-06-19 17:05:26.193,1781906726193,113.6602,6.3,0,0,0,
2026-06-19 17:05:26.233,1781906726233,113.6602,6.3,0,0,0,
2026-06-19 17:05:26.273,1781906726273,113.6602,6.3,0,0,0,
2026-06-19 17:05:26.313,1781906726313,122.5169,6.3,0,0,0,
2026-06-19 17:05:26.353,1781906726353,122.5169,6.3,0,0,0,
2026-06-19 17:05:26.393,1781906726393,122.5169,6.2,0,0,0,
2026-06-19 17:05:26.433,1781906726433,122.5169,6.3,0,0,0,
2026-06-19 17:05:26.473,1781906726473,122.5169,6.3,0,0,0,
2026-06-19 17:05:26.513,1781906726513,122.5169,6.2,0,0,0,
2026-06-19 17:05:26.553,1781906726553,122.5169,6.3,0,0,0,
2026-06-19 17:05:26.593,1781906726593,124.0968,6.3,0,0,0,
2026-06-19 17:05:26.633,1781906726633,124.0968,6.3,0,0,0,
2026-06-19 17:05:26.673,1781906726673,124.0968,6.3,0,0,0,
2026-06-19 17:05:26.713,1781906726713,124.0968,6.3,0,0,0,
2026-06-19 17:05:26.753,1781906726753,124.0968,6.3,0,0,0,
2026-06-19 17:05:26.793,1781906726793,124.0968,6.3,0,0,0,
2026-06-19 17:05:26.833,1781906726833,121.7870,6.3,0,0,0,
2026-06-19 17:05:26.873,1781906726873,121.7870,6.3,0,0,0,
2026-06-19 17:05:26.913,1781906726913,121.7870,6.3,0,0,0,
2026-06-19 17:05:26.953,1781906726953,121.7870,6.3,0,0,0,
2026-06-19 17:05:26.993,1781906726993,121.7870,6.3,0,0,0,
2026-06-19 17:05:27.033,1781906727033,121.7870,7.5,0,0,0,
2026-06-19 17:05:27.073,1781906727073,121.7870,6.7,0,0,0,
2026-06-19 17:05:27.113,1781906727113,130.9441,6.7,0,0,0,
2026-06-19 17:05:27.153,1781906727153,130.9441,6.3,0,0,0,
2026-06-19 17:05:27.193,1781906727193,130.9441,6.7,0,0,0,
